word,category,emoji,difficulty
дріжджове тісто,Повний рандом,🎲,easy
глазур,Повний рандом,🎲,easy
начинка пирога,Повний рандом,🎲,easy
корж,Повний рандом,🎲,easy
садівник,Повний рандом,🎲,easy
лопата,Повний рандом,🎲,easy
граблі,Повний рандом,🎲,easy
лійка для поливу,Повний рандом,🎲,easy
теплиця скляна,Повний рандом,🎲,easy
розсада,Повний рандом,🎲,easy
добриво,Повний рандом,🎲,easy
газонокосарка,Повний рандом,🎲,easy
шланг поливальний,Повний рандом,🎲,easy
паросток,Повний рандом,🎲,easy
тесляр,Повний рандом,🎲,easy
рубанок,Повний рандом,🎲,easy
стамеска,Повний рандом,🎲,easy
верстак,Повний рандом,🎲,easy
тирса,Повний рандом,🎲,easy
дошка дерев'яна,Повний рандом,🎲,easy
цвях,Повний рандом,🎲,easy
клей столярний,Повний рандом,🎲,easy
лак для дерева,Повний рандом,🎲,easy
морилка,Повний рандом,🎲,easy
кравець,Повний рандом,🎲,easy
швейна машинка,Повний рандом,🎲,easy
нитка,Повний рандом,🎲,easy
голка,Повний рандом,🎲,easy
наперсток,Повний рандом,🎲,easy
викрійка,Повний рандом,🎲,easy
тканина,Повний рандом,🎲,easy
гудзик,Повний рандом,🎲,easy
блискавка (застібка),Повний рандом,🎲,easy
сантиметрова стрічка,Повний рандом,🎲,easy
фотоапарат,Повний рандом,🎲,easy
об'єктив,Повний рандом,🎲,easy
штатив,Повний рандом,🎲,easy
спалах,Повний рандом,🎲,easy
фотоплівка,Повний рандом,🎲,easy
фоторамка,Повний рандом,🎲,easy
альбом фотографій,Повний рандом,🎲,easy
селфі,Повний рандом,🎲,easy
панорама,Повний рандом,🎲,easy
портрет,Повний рандом,🎲,easy
диригент,Повний рандом,🎲,easy
оркестр,Повний рандом,🎲,easy
ноти музичні,Повний рандом,🎲,easy
партитура,Повний рандом,🎲,easy
хор,Повний рандом,🎲,easy
соліст,Повний рандом,🎲,easy
бек-вокал,Повний рандом,🎲,easy
концертний зал,Повний рандом,🎲,easy
афіша концерту,Повний рандом,🎲,easy
білет на концерт,Повний рандом,🎲,easy
морозиво в ріжку,Повний рандом,🎲,easy
цукерка льодяник,Повний рандом,🎲,easy
жувальна гумка,Повний рандом,🎲,easy
попкорн солоний,Повний рандом,🎲,easy
хамелеон,Повний рандом,🎲,normal
мурахоїд,Повний рандом,🎲,normal
броненосець,Повний рандом,🎲,normal
єхидна,Повний рандом,🎲,normal
качкодзьоб,Повний рандом,🎲,normal
лінивець,Повний рандом,🎲,normal
мангуст,Повний рандом,🎲,normal
гієна,Повний рандом,🎲,normal
шакал,Повний рандом,🎲,normal
рись,Повний рандом,🎲,normal
альбатрос,Повний рандом,🎲,normal
фламінго,Повний рандом,🎲,normal
какаду,Повний рандом,🎲,normal
тукан,Повний рандом,🎲,normal
колібрі,Повний рандом,🎲,normal
пелікан,Повний рандом,🎲,normal
чапля,Повний рандом,🎲,normal
сорока,Повний рандом,🎲,normal
дятел,Повний рандом,🎲,normal
зозуля,Повний рандом,🎲,normal
кальмар,Повний рандом,🎲,normal
морська зірка,Повний рандом,🎲,normal
морський їжак,Повний рандом,🎲,normal
скат,Повний рандом,🎲,normal
мурена,Повний рандом,🎲,normal
піранья,Повний рандом,🎲,normal
вугор,Повний рандом,🎲,normal
камбала,Повний рандом,🎲,normal
анчоус,Повний рандом,🎲,normal
оселедець,Повний рандом,🎲,normal
кориця,Повний рандом,🎲,normal
імбир,Повний рандом,🎲,normal
куркума,Повний рандом,🎲,normal
базилік,Повний рандом,🎲,normal
розмарин,Повний рандом,🎲,normal
часник,Повний рандом,🎲,normal
цибуля,Повний рандом,🎲,normal
